Race,Candidate,Vote Type,Locality,Votes
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 21,85
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 22,136
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 22,136
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 23,123
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 23,123
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 24,183
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 24,183
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 25,69
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 25,69
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 26,66
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 26,66
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 27,91
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 27,91
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 28,144
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 28,144
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 29,115
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 29,115
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 30,173
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 30,173
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 31,135
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 31,135
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 32,141
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 32,141
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 33,145
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 33,145
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 34,84
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 34,84
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 35,107
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 35,107
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 36,26
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 36,26
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 37,122
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 37,122
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 38,194
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 38,194
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington District 39,111
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington District 39,111
Governor (Vote For 1),- KIM GUADAGNO,Election,Wenonah District 1,138
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Wenonah District 1,138
Governor (Vote For 1),- KIM GUADAGNO,Election,Wenonah District 2,119
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Wenonah District 2,119
Governor (Vote For 1),- KIM GUADAGNO,Election,Wenonah District 3,119
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Wenonah District 3,119
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 1,88
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 1,88
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 2,74
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 2,74
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 3,125
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 3,125
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 4,154
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 4,154
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 5,80
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 5,80
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 6,85
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 6,85
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 7,147
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 7,147
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 8,139
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 8,139
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 9,80
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 9,80
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 10,73
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 10,73
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 11,102
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 11,102
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 12,57
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 12,57
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 13,240
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 13,240
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 14,97
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 14,97
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 15,105
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 15,105
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 16,163
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 16,163
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 17,94
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 17,94
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 18,78
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 18,78
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford District 19,158
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford District 19,158
Governor (Vote For 1),- KIM GUADAGNO,Election,Westville District 1,114
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Westville District 1,114
Governor (Vote For 1),- KIM GUADAGNO,Election,Westville District 2,125
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Westville District 2,125
Governor (Vote For 1),- KIM GUADAGNO,Election,Westville District 3,101
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Westville District 3,101
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 1 District 1,42
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 1 District 1,42
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 1 District 2,58
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 1 District 2,58
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 1 District 3,76
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 1 District 3,76
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 2 District 1,86
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 2 District 1,86
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 2 District 2,16
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 2 District 2,16
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 2 District 3,68
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 2 District 3,68
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 2 District 4,21
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 2 District 4,21
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 3 District 1,124
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 3 District 1,124
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 3 District 2,110
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 3 District 2,110
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 3 District 3,78
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 3 District 3,78
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 3 District 4,57
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 3 District 4,57
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Heights 1,82
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Heights 1,82
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Heights 2,93
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Heights 2,93
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Heights 3,58
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Heights 3,58
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Heights 4,112
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Heights 4,112
Governor (Vote For 1),- KIM GUADAGNO,Election,Woolwich District 1,216
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woolwich District 1,216
Governor (Vote For 1),- KIM GUADAGNO,Election,Woolwich District 2,194
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woolwich District 2,194
Governor (Vote For 1),- KIM GUADAGNO,Election,Woolwich District 3,135
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woolwich District 3,135
Governor (Vote For 1),- KIM GUADAGNO,Election,Woolwich District 4,115
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woolwich District 4,115
Governor (Vote For 1),- KIM GUADAGNO,Election,Woolwich District 5,150
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woolwich District 5,150
Governor (Vote For 1),- KIM GUADAGNO,Election,Woolwich District 6,192
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woolwich District 6,192
Governor (Vote For 1),- KIM GUADAGNO,Election,Woolwich District 7,97
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woolwich District 7,97
Governor (Vote For 1),- KIM GUADAGNO,Election,Woolwich District 8,91
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woolwich District 8,91
Governor (Vote For 1),- KIM GUADAGNO,Election,Clayton Mail-In Ballot,73
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Clayton Mail-In Ballot,73
Governor (Vote For 1),- KIM GUADAGNO,Election,Clayton Provisional,5
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Clayton Provisional,5
Governor (Vote For 1),- KIM GUADAGNO,Election,Deptford Mail-In Ballot,225
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Deptford Mail-In Ballot,225
Governor (Vote For 1),- KIM GUADAGNO,Election,Deptford Provisional,7
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Deptford Provisional,7
Governor (Vote For 1),- KIM GUADAGNO,Election,East Greenwich Mail-In Ballot,215
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,East Greenwich Mail-In Ballot,215
Governor (Vote For 1),- KIM GUADAGNO,Election,East Greenwich Provisional,5
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,East Greenwich Provisional,5
Governor (Vote For 1),- KIM GUADAGNO,Election,East Greenwich Mail-In Ballot (CD 2),0
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,East Greenwich Mail-In Ballot (CD 2),0
Governor (Vote For 1),- KIM GUADAGNO,Election,East Greenwich Provisional (CD 2),0
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,East Greenwich Provisional (CD 2),0
Governor (Vote For 1),- KIM GUADAGNO,Election,Elk Mail-In Ballot,69
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Elk Mail-In Ballot,69
Governor (Vote For 1),- KIM GUADAGNO,Election,Elk Provisional,12
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Elk Provisional,12
Governor (Vote For 1),- KIM GUADAGNO,Election,Franklin Mail-In Ballot,262
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Franklin Mail-In Ballot,262
Governor (Vote For 1),- KIM GUADAGNO,Election,Franklin Provisional,10
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Franklin Provisional,10
Governor (Vote For 1),- KIM GUADAGNO,Election,Glassboro Mail-In Ballot,137
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Glassboro Mail-In Ballot,137
Governor (Vote For 1),- KIM GUADAGNO,Election,Glassboro Provisional,7
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Glassboro Provisional,7
Governor (Vote For 1),- KIM GUADAGNO,Election,Greenwich Mail-In Ballot,167
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Greenwich Mail-In Ballot,167
Governor (Vote For 1),- KIM GUADAGNO,Election,Greenwich Provisional,6
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Greenwich Provisional,6
Governor (Vote For 1),- KIM GUADAGNO,Election,Harrison Mail-In Ballot,194
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Harrison Mail-In Ballot,194
Governor (Vote For 1),- KIM GUADAGNO,Election,Harrison Provisional,9
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Harrison Provisional,9
Governor (Vote For 1),- KIM GUADAGNO,Election,Logan Mail-In Ballot,53
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Logan Mail-In Ballot,53
Governor (Vote For 1),- KIM GUADAGNO,Election,Logan Provisional,3
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Logan Provisional,3
Governor (Vote For 1),- KIM GUADAGNO,Election,Mantua Mail-In Ballot,252
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Mantua Mail-In Ballot,252
Governor (Vote For 1),- KIM GUADAGNO,Election,Mantua Provisional,10
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Mantua Provisional,10
Governor (Vote For 1),- KIM GUADAGNO,Election,Monroe Mail-In Ballot,0
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Monroe Mail-In Ballot,0
Governor (Vote For 1),- KIM GUADAGNO,Election,Monroe Provisional,0
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Monroe Provisional,0
Governor (Vote For 1),- KIM GUADAGNO,Election,National Park Mail-In Ballot,26
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,National Park Mail-In Ballot,26
Governor (Vote For 1),- KIM GUADAGNO,Election,National Park Provisional,2
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,National Park Provisional,2
Governor (Vote For 1),- KIM GUADAGNO,Election,Newfield Mail-In Ballot,23
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Newfield Mail-In Ballot,23
Governor (Vote For 1),- KIM GUADAGNO,Election,Newfield Provisional,0
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Newfield Provisional,0
Governor (Vote For 1),- KIM GUADAGNO,Election,Paulsboro Mail-In Ballot,27
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Paulsboro Mail-In Ballot,27
Governor (Vote For 1),- KIM GUADAGNO,Election,Paulsboro Provisional,2
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Paulsboro Provisional,2
Governor (Vote For 1),- KIM GUADAGNO,Election,Pitman Mail-In Ballot,110
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Pitman Mail-In Ballot,110
Governor (Vote For 1),- KIM GUADAGNO,Election,Pitman Provisional,5
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Pitman Provisional,5
Governor (Vote For 1),- KIM GUADAGNO,Election,South Harrison Mail-In Ballot,51
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,South Harrison Mail-In Ballot,51
Governor (Vote For 1),- KIM GUADAGNO,Election,South Harrison Provisional,5
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,South Harrison Provisional,5
Governor (Vote For 1),- KIM GUADAGNO,Election,Swedesboro Mail-In Ballot,17
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Swedesboro Mail-In Ballot,17
Governor (Vote For 1),- KIM GUADAGNO,Election,Swedesboro Provisional,0
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Swedesboro Provisional,0
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington Mail-In Ballot,763
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington Mail-In Ballot,763
Governor (Vote For 1),- KIM GUADAGNO,Election,Washington Provisional,46
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Washington Provisional,46
Governor (Vote For 1),- KIM GUADAGNO,Election,Wenonah Mail-In Ballot,27
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Wenonah Mail-In Ballot,27
Governor (Vote For 1),- KIM GUADAGNO,Election,Wenonah Provisional,0
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Wenonah Provisional,0
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford Mail-In Ballot,261
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford Mail-In Ballot,261
Governor (Vote For 1),- KIM GUADAGNO,Election,West Deptford Provisional,22
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,West Deptford Provisional,22
Governor (Vote For 1),- KIM GUADAGNO,Election,Westville Mail-In Ballot,22
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Westville Mail-In Ballot,22
Governor (Vote For 1),- KIM GUADAGNO,Election,Westville Provisional,0
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Westville Provisional,0
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Heights Mail-In Ballot,36
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Heights Mail-In Ballot,36
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Heights Provisional,3
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Heights Provisional,3
Governor (Vote For 1),- KIM GUADAGNO,Election,Woolwich Mail-In Ballot,222
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woolwich Mail-In Ballot,222
Governor (Vote For 1),- KIM GUADAGNO,Election,Woolwich Provisional,16
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woolwich Provisional,16
Governor (Vote For 1),- KIM GUADAGNO,Election,Monroe Ward 1 Mail-In Ballot,93
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Monroe Ward 1 Mail-In Ballot,93
Governor (Vote For 1),- KIM GUADAGNO,Election,Monroe Ward 1 Provisional,2
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Monroe Ward 1 Provisional,2
Governor (Vote For 1),- KIM GUADAGNO,Election,Monroe Ward 2 Mail-In Ballot,96
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Monroe Ward 2 Mail-In Ballot,96
Governor (Vote For 1),- KIM GUADAGNO,Election,Monroe Ward 2 Provisional,6
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Monroe Ward 2 Provisional,6
Governor (Vote For 1),- KIM GUADAGNO,Election,Monroe Ward 3 Mail-In Ballot,101
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Monroe Ward 3 Mail-In Ballot,101
Governor (Vote For 1),- KIM GUADAGNO,Election,Monroe Ward 3 Provisional,10
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Monroe Ward 3 Provisional,10
Governor (Vote For 1),- KIM GUADAGNO,Election,Monroe Ward 4 Mail-In Ballot,86
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Monroe Ward 4 Mail-In Ballot,86
Governor (Vote For 1),- KIM GUADAGNO,Election,Monroe Ward 4 Provisional,7
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Monroe Ward 4 Provisional,7
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 1 Mail-In Ballot,9
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 1 Mail-In Ballot,9
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 1 Provisional,1
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 1 Provisional,1
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 2 Mail-In Ballot,20
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 2 Mail-In Ballot,20
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 2 Provisional,2
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 2 Provisional,2
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 3 Mail-In Ballot,44
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 3 Mail-In Ballot,44
Governor (Vote For 1),- KIM GUADAGNO,Election,Woodbury Ward 3 Provisional,3
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Woodbury Ward 3 Provisional,3
Governor (Vote For 1),- KIM GUADAGNO,Election,Federal Overseas Absentee CD 1,0
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Federal Overseas Absentee CD 1,0
Governor (Vote For 1),- KIM GUADAGNO,Election,Federal Overseas Absentee CD 2,0
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Federal Overseas Absentee CD 2,0
Governor (Vote For 1),- KIM GUADAGNO,Election,Total:,32448
Governor (Vote For 1),- KIM GUADAGNO,Total Votes,Total:,32448
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Clayton District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Clayton District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Clayton District 2,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Clayton District 2,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Clayton District 3,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Clayton District 3,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Clayton District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Clayton District 4,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Clayton District 5,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Clayton District 5,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Clayton District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Clayton District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 1,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 1,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 2,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 3,5
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 3,5
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 4,3
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 4,3
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 5,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 5,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 6,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 8,6
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 8,6
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 9,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 9,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 10,3
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 10,3
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 11,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 11,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 12,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 12,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 13,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 13,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 14,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 14,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 15,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 15,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 16,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 16,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 17,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 17,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 18,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 18,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 19,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 19,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 20,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 20,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 21,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 21,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Deptford District 22,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Deptford District 22,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,East Greenwich 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,East Greenwich 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,East Greenwich 2,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,East Greenwich 2,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,East Greenwich 3,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,East Greenwich 3,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,East Greenwich 4,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,East Greenwich 4,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,East Greenwich 5,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,East Greenwich 5,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,East Greenwich 6,4
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,East Greenwich 6,4
Governor (Vote For 1),- MATTHEW RICCARDI,Election,East Greenwich 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,East Greenwich 7,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Elk District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Elk District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Elk District 2,7
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Elk District 2,7
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Elk District 3,2
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Elk District 3,2
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Elk District 4,1
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Elk District 4,1
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Franklin District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Total Votes,Franklin District 1,0
Governor (Vote For 1),- MATTHEW RICCARDI,Election,Franklin District 2,1
