Race,Candidate,Vote Type,Locality,Votes
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Greenwich District 1,67
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Greenwich District 1,67
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Greenwich District 2,100
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Greenwich District 2,100
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Greenwich District 3,68
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Greenwich District 3,68
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Greenwich District 4,82
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Greenwich District 4,82
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Greenwich District 5,63
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Greenwich District 5,63
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Greenwich District 6,144
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Greenwich District 6,144
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Logan District 1,120
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Logan District 1,120
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Logan District 2,185
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Logan District 2,185
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Logan District 3,126
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Logan District 3,126
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Logan District 4,138
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Logan District 4,138
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,National Park District 1,57
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,National Park District 1,57
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,National Park District 2,49
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,National Park District 2,49
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,National Park District 3,61
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,National Park District 3,61
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,National Park District 4,51
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,National Park District 4,51
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Newfield District 1,170
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Newfield District 1,170
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Paulsboro District 1,44
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Paulsboro District 1,44
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Paulsboro District 2,26
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Paulsboro District 2,26
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Paulsboro District 3,34
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Paulsboro District 3,34
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Paulsboro District 4,77
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Paulsboro District 4,77
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Paulsboro District 5,57
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Paulsboro District 5,57
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,South Harrison District 1,135
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,South Harrison District 1,135
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,South Harrison District 2,164
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,South Harrison District 2,164
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,South Harrison District 3,121
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,South Harrison District 3,121
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Swedesboro District 1,97
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Swedesboro District 1,97
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Swedesboro District 2,72
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Swedesboro District 2,72
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 1,71
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 1,71
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 2,73
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 2,73
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 3,114
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 3,114
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 4,136
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 4,136
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 5,82
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 5,82
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 6,66
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 6,66
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 7,124
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 7,124
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 8,118
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 8,118
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 9,66
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 9,66
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 10,66
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 10,66
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 11,86
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 11,86
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 12,59
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 12,59
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 13,185
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 13,185
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 14,86
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 14,86
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 15,97
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 15,97
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 16,115
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 16,115
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 17,94
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 17,94
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 18,82
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 18,82
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford District 19,143
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford District 19,143
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woodbury Heights 1,77
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woodbury Heights 1,77
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woodbury Heights 2,90
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woodbury Heights 2,90
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woodbury Heights 3,65
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woodbury Heights 3,65
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woodbury Heights 4,111
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woodbury Heights 4,111
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woolwich District 1,210
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woolwich District 1,210
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woolwich District 2,194
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woolwich District 2,194
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woolwich District 3,122
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woolwich District 3,122
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woolwich District 4,114
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woolwich District 4,114
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woolwich District 5,150
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woolwich District 5,150
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woolwich District 6,147
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woolwich District 6,147
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woolwich District 7,101
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woolwich District 7,101
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woolwich District 8,102
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woolwich District 8,102
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Clayton Mail-In Ballot,83
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Clayton Mail-In Ballot,83
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Clayton Provisional,4
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Clayton Provisional,4
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,East Greenwich Mail-In Ballot,205
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,East Greenwich Mail-In Ballot,205
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,East Greenwich Provisional,7
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,East Greenwich Provisional,7
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,East Greenwich Mail-In Ballot (CD 2),0
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,East Greenwich Mail-In Ballot (CD 2),0
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,East Greenwich Provisional (CD 2),0
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,East Greenwich Provisional (CD 2),0
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Elk Mail-In Ballot,75
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Elk Mail-In Ballot,75
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Elk Provisional,12
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Elk Provisional,12
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Franklin Mail-In Ballot,263
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Franklin Mail-In Ballot,263
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Franklin Provisional,14
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Franklin Provisional,14
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Glassboro Mail-In Ballot,140
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Glassboro Mail-In Ballot,140
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Glassboro Provisional,7
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Glassboro Provisional,7
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Greenwich Mail-In Ballot,151
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Greenwich Mail-In Ballot,151
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Greenwich Provisional,3
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Greenwich Provisional,3
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Logan Mail-In Ballot,58
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Logan Mail-In Ballot,58
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Logan Provisional,1
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Logan Provisional,1
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,National Park Mail-In Ballot,23
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,National Park Mail-In Ballot,23
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,National Park Provisional,2
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,National Park Provisional,2
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Newfield Mail-In Ballot,24
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Newfield Mail-In Ballot,24
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Newfield Provisional,0
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Newfield Provisional,0
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Paulsboro Mail-In Ballot,26
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Paulsboro Mail-In Ballot,26
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Paulsboro Provisional,1
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Paulsboro Provisional,1
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,South Harrison Mail-In Ballot,46
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,South Harrison Mail-In Ballot,46
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,South Harrison Provisional,5
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,South Harrison Provisional,5
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Swedesboro Mail-In Ballot,17
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Swedesboro Mail-In Ballot,17
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Swedesboro Provisional,0
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Swedesboro Provisional,0
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford Mail-In Ballot,254
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford Mail-In Ballot,254
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,West Deptford Provisional,19
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,West Deptford Provisional,19
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woodbury Heights Mail-In Ballot,34
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woodbury Heights Mail-In Ballot,34
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woodbury Heights Provisional,2
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woodbury Heights Provisional,2
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woolwich Mail-In Ballot,210
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woolwich Mail-In Ballot,210
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Woolwich Provisional,18
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Woolwich Provisional,18
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Election,Total:,12639
State Senate 3rd Legislative District (Vote For 1),- FRAN GRENIER,Total Votes,Total:,12639
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Clayton District 1,145
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Clayton District 1,145
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Clayton District 2,145
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Clayton District 2,145
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Clayton District 3,247
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Clayton District 3,247
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Clayton District 4,190
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Clayton District 4,190
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Clayton District 5,150
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Clayton District 5,150
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Clayton District 6,231
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Clayton District 6,231
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,East Greenwich 1,219
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,East Greenwich 1,219
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,East Greenwich 2,201
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,East Greenwich 2,201
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,East Greenwich 3,174
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,East Greenwich 3,174
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,East Greenwich 4,183
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,East Greenwich 4,183
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,East Greenwich 5,143
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,East Greenwich 5,143
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,East Greenwich 6,226
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,East Greenwich 6,226
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,East Greenwich 7,237
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,East Greenwich 7,237
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Elk District 1,157
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Elk District 1,157
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Elk District 2,120
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Elk District 2,120
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Elk District 3,186
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Elk District 3,186
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Elk District 4,138
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Elk District 4,138
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin District 1,129
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin District 1,129
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin District 2,216
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin District 2,216
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin District 3,231
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin District 3,231
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin District 4,177
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin District 4,177
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin District 5,143
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin District 5,143
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin District 6,262
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin District 6,262
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin District 7,180
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin District 7,180
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin District 8,95
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin District 8,95
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin District 9,165
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin District 9,165
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin District 10,188
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin District 10,188
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin District 11,166
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin District 11,166
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 1,205
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 1,205
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 2,135
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 2,135
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 3,116
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 3,116
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 4,126
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 4,126
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 5,171
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 5,171
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 6,151
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 6,151
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 7,259
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 7,259
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 8,165
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 8,165
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 9,110
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 9,110
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 10,174
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 10,174
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 11,187
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 11,187
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 12,176
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 12,176
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro District 13,221
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro District 13,221
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Greenwich District 1,93
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Greenwich District 1,93
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Greenwich District 2,170
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Greenwich District 2,170
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Greenwich District 3,144
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Greenwich District 3,144
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Greenwich District 4,146
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Greenwich District 4,146
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Greenwich District 5,121
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Greenwich District 5,121
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Greenwich District 6,186
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Greenwich District 6,186
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Logan District 1,152
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Logan District 1,152
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Logan District 2,235
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Logan District 2,235
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Logan District 3,216
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Logan District 3,216
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Logan District 4,184
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Logan District 4,184
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,National Park District 1,113
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,National Park District 1,113
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,National Park District 2,103
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,National Park District 2,103
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,National Park District 3,130
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,National Park District 3,130
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,National Park District 4,72
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,National Park District 4,72
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Newfield District 1,218
